geography_type,geoid,name,acs_period,source_variable,duration,estimate_grandparents_in_duration,moe_grandparents_in_duration,denominator_responsible_grandparents,denominator_moe,percent_of_responsible_grandparents,percent_moe,percent_ci90_lower,percent_ci90_upper,precision_disposition,duration_reconciliation_status
Georgia place,1350036,"Martinez CDP, Georgia",2020-2024,B10050_008,Five years or more,105,81,214,115,49.06542056074766,27.155897914394757,21.909522646352904,76.22131847514243,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1350176,"Matthews CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1350260,"Maxeys town, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1350484,"Maysville town, Georgia",2020-2024,B10050_008,Five years or more,11,12,22,22,50,21.799234196875997,28.200765803124003,71.799234196876,Caregiver count MOE exceeds 50% of estimate,Pass
Georgia place,1350596,"Meansville city, Georgia",2020-2024,B10050_008,Five years or more,13,23,13,23,100,250.20701488139375,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1350680,"Meigs city, Georgia",2020-2024,B10050_008,Five years or more,29,29,38,31,76.31578947368422,44.13715846947655,32.178631004207666,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1350820,"Mendes CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1350848,"Menlo city, Georgia",2020-2024,B10050_008,Five years or more,0,14,4,7,0,350,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1350960,"Mershon CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1351072,"Metter city, Georgia",2020-2024,B10050_008,Five years or more,0,14,34,36,0,41.17647058823529,0,41.17647058823529,Unavailable MOE or zero percentage,Pass
Georgia place,1351240,"Midville city, Georgia",2020-2024,B10050_008,Five years or more,0,14,2,4,0,700,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1351352,"Midway city, Georgia",2020-2024,B10050_008,Five years or more,5,8,5,8,100,226.2741699796952,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1351408,"Milan city, Georgia",2020-2024,B10050_008,Five years or more,8,12,10,13,80,59.86651818838305,20.133481811616953,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1351492,"Milledgeville city, Georgia",2020-2024,B10050_008,Five years or more,0,23,70,98,0,32.857142857142854,0,32.857142857142854,Unavailable MOE or zero percentage,Pass
Georgia place,1351520,"Millen city, Georgia",2020-2024,B10050_008,Five years or more,29,47,29,47,100,229.20012907426025,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1351576,"Millwood CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1351604,"Milner city, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1351660,"Milstead CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1351670,"Milton city, Georgia",2020-2024,B10050_008,Five years or more,42,40,71,61,59.154929577464785,24.30988981758206,34.845039759882724,83.46481939504685,Caregiver count MOE exceeds 50% of estimate,Pass
Georgia place,1351744,"Mineral Bluff CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1351968,"Mitchell town, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1352108,"Molena city, Georgia",2020-2024,B10050_008,Five years or more,7,10,7,10,100,202.03050891044217,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1352192,"Monroe city, Georgia",2020-2024,B10050_008,Five years or more,92,102,232,131,39.6551724137931,37.83632532271828,1.8188470910748225,77.49149773651138,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1352304,"Montezuma city, Georgia",2020-2024,B10050_008,Five years or more,82,71,113,84,72.56637168141593,32.21769226289315,40.34867941852278,100,Caregiver count MOE exceeds 50% of estimate,Pass
Georgia place,1352332,"Montgomery CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1352416,"Monticello city, Georgia",2020-2024,B10050_008,Five years or more,4,8,36,34,11.11111111111111,19.588434139040036,0,30.699545250151147,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1352500,"Montrose town, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1352556,"Moody AFB CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1352668,"Moreland town, Georgia",2020-2024,B10050_008,Five years or more,2,4,13,19,15.384615384615383,21.003833549466087,0,36.388448934081474,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1352696,"Morgan city, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1352724,"Morganton city, Georgia",2020-2024,B10050_008,Five years or more,0,14,3,5,0,466.6666666666667,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1353004,"Morrow city, Georgia",2020-2024,B10050_008,Five years or more,11,21,11,21,100,269.9862255439545,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1353032,"Morven city, Georgia",2020-2024,B10050_008,Five years or more,0,14,2,6,0,700,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1353060,"Moultrie city, Georgia",2020-2024,B10050_008,Five years or more,101,95,196,111,51.53061224489795,38.69916199240187,12.831450252496076,90.22977423729984,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1353116,"Mountain City town, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1353172,"Mountain Park city, Georgia",2020-2024,B10050_008,Five years or more,0,14,3,5,0,466.6666666666667,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1353186,"Mountain Park CDP, Georgia",2020-2024,B10050_008,Five years or more,49,59,70,68,70,49.80041799677048,20.199582003229516,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1353284,"Mount Airy town, Georgia",2020-2024,B10050_008,Five years or more,46,56,74,58,62.16216216216216,57.905132395006675,4.257029767155487,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1353508,"Mount Vernon city, Georgia",2020-2024,B10050_008,Five years or more,11,17,29,37,37.93103448275862,33.08068428833189,4.850350194426731,71.0117187710905,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1353620,"Mount Zion city, Georgia",2020-2024,B10050_008,Five years or more,41,54,41,54,100,186.2622740686516,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1354012,"Musella CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1354124,"Nahunta city, Georgia",2020-2024,B10050_008,Five years or more,18,19,24,22,75,39.25300766961828,35.74699233038172,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1354264,"Nashville city, Georgia",2020-2024,B10050_008,Five years or more,0,14,27,42,0,51.85185185185185,0,51.85185185185185,Unavailable MOE or zero percentage,Pass
Georgia place,1354404,"Naylor CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1354572,"Nelson city, Georgia",2020-2024,B10050_008,Five years or more,0,14,14,23,0,100,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1354656,"Newborn town, Georgia",2020-2024,B10050_008,Five years or more,5,9,15,23,33.33333333333333,31.426968052735457,1.9063652805978748,64.76030138606879,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1354768,"New England CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1354992,"Newington town, Georgia",2020-2024,B10050_008,Five years or more,4,6,4,6,100,212.13203435596424,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1355020,"Newnan city, Georgia",2020-2024,B10050_008,Five years or more,558,315,623,316,89.56661316211878,22.194305400560623,67.37230776155816,100,Caregiver count MOE exceeds 50% of estimate,Pass
Georgia place,1355244,"Newton city, Georgia",2020-2024,B10050_008,Five years or more,0,14,10,15,0,140,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1355440,"Nicholls city, Georgia",2020-2024,B10050_008,Five years or more,2,5,4,5,50,108.25317547305484,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1355468,"Nicholson city, Georgia",2020-2024,B10050_008,Five years or more,59,59,65,60,90.76923076923076,34.9112426035503,55.857988165680474,100,Caregiver count MOE exceeds 50% of estimate,Pass
Georgia place,1355776,"Norcross city, Georgia",2020-2024,B10050_008,Five years or more,59,94,59,94,100,225.31538112384905,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1355860,"Norman Park city, Georgia",2020-2024,B10050_008,Five years or more,3,5,3,5,100,235.70226039551585,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1355944,"Norristown CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1356112,"North Decatur CDP, Georgia",2020-2024,B10050_008,Five years or more,0,23,0,23,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1356168,"North Druid Hills CDP, Georgia",2020-2024,B10050_008,Five years or more,0,23,30,44,0,76.66666666666667,0,76.66666666666667,Unavailable MOE or zero percentage,Pass
Georgia place,1356308,"North High Shoals town, Georgia",2020-2024,B10050_008,Five years or more,2,3,2,3,100,212.13203435596424,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1356560,"Norwood city, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1356644,"Nunez city, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1357232,"Oak Park town, Georgia",2020-2024,B10050_008,Five years or more,0,14,3,5,0,466.6666666666667,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1357260,"Oakwood city, Georgia",2020-2024,B10050_008,Five years or more,107,145,144,150,74.30555555555556,64.40776588282174,9.897789672733822,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1357372,"Ochlocknee town, Georgia",2020-2024,B10050_008,Five years or more,13,17,13,17,100,184.9356196949432,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1357428,"Ocilla city, Georgia",2020-2024,B10050_008,Five years or more,39,79,52,84,75,91.6644252908691,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1357456,"Oconee city, Georgia",2020-2024,B10050_008,Five years or more,0,14,21,35,0,66.66666666666666,0,66.66666666666666,Unavailable MOE or zero percentage,Pass
Georgia place,1357540,"Odum city, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1357568,"Offerman city, Georgia",2020-2024,B10050_008,Five years or more,0,14,11,16,0,127.27272727272728,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1357736,"Oglethorpe city, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1357876,"Ohoopee CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1358100,"Oliver city, Georgia",2020-2024,B10050_008,Five years or more,0,14,1,4,0,1400,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1358184,"Omega city, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1358296,"Orchard Hill town, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1358744,"Oxford city, Georgia",2020-2024,B10050_008,Five years or more,0,14,28,39,0,50,0,50,Unavailable MOE or zero percentage,Pass
Georgia place,1358884,"Palmetto city, Georgia",2020-2024,B10050_008,Five years or more,0,14,154,191,0,9.090909090909092,0,9.090909090909092,Unavailable MOE or zero percentage,Pass
Georgia place,1359080,"Panthersville CDP, Georgia",2020-2024,B10050_008,Five years or more,40,42,46,43,86.95652173913044,41.58317553485521,45.37334620427523,100,Caregiver count MOE exceeds 50% of estimate,Pass
Georgia place,1359416,"Parrott town, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1359500,"Patterson city, Georgia",2020-2024,B10050_008,Five years or more,4,7,6,9,66.66666666666666,60.092521257733154,6.574145408933504,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1359556,"Pavo city, Georgia",2020-2024,B10050_008,Five years or more,0,14,6,12,0,233.33333333333337,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1359724,"Peachtree City city, Georgia",2020-2024,B10050_008,Five years or more,10,17,126,114,7.936507936507936,11.422523465006208,0,19.359031401514144,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1359735,"Peachtree Corners city, Georgia",2020-2024,B10050_008,Five years or more,50,61,91,87,54.94505494505495,41.64168065799756,13.303374287057387,96.58673560305252,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1359808,"Pearson city, Georgia",2020-2024,B10050_008,Five years or more,0,14,15,28,0,93.33333333333331,0,93.33333333333331,Unavailable MOE or zero percentage,Pass
Georgia place,1359976,"Pelham city, Georgia",2020-2024,B10050_008,Five years or more,22,29,39,37,56.41025641025641,51.625018451424395,4.785237958832013,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1360004,"Pembroke city, Georgia",2020-2024,B10050_008,Five years or more,33,34,33,34,100,145.70685188086435,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1360032,"Pendergrass town, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1360312,"Perkins CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1360340,"Perry city, Georgia",2020-2024,B10050_008,Five years or more,0,27,120,124,0,22.5,0,22.5,Unavailable MOE or zero percentage,Pass
Georgia place,1360508,"Phillipsburg CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1360984,"Pinehurst city, Georgia",2020-2024,B10050_008,Five years or more,0,14,14,31,0,100,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1361040,"Pine Lake city, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1361124,"Pine Mountain town, Georgia",2020-2024,B10050_008,Five years or more,11,16,11,16,100,205.70379089063204,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1361320,"Pineview town, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1361376,"Piney Grove CDP, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1361544,"Pitts city, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1361628,"Plains city, Georgia",2020-2024,B10050_008,Five years or more,5,9,5,9,100,254.5584412271571,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1361684,"Plainville city, Georgia",2020-2024,B10050_008,Five years or more,0,14,0,14,NA,NA,NA,NA,Missing input or nonpositive denominator,Pass
Georgia place,1362104,"Pooler city, Georgia",2020-2024,B10050_008,Five years or more,11,18,107,99,10.2803738317757,13.875186581947618,0,24.15556041372332,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1362216,"Portal town, Georgia",2020-2024,B10050_008,Five years or more,0,14,5,8,0,280,0,100,Unavailable MOE or zero percentage,Pass
Georgia place,1362244,"Porterdale city, Georgia",2020-2024,B10050_008,Five years or more,15,32,15,32,100,301.69889330626035,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1362328,"Port Wentworth city, Georgia",2020-2024,B10050_008,Five years or more,109,130,128,144,85.15625,33.72168023897458,51.43456976102542,100,Caregiver count MOE exceeds 50% of estimate,Pass
Georgia place,1362496,"Poulan city, Georgia",2020-2024,B10050_008,Five years or more,13,21,13,21,100,228.4498831525769,0,100,Percentage MOE exceeds 50% of estimate,Pass
Georgia place,1362524,"Powder Springs city, Georgia",2020-2024,B10050_008,Five years or more,93,86,135,101,68.88888888888889,37.441735913368184,31.4471529755207,100,Percentage MOE exceeds 50% of estimate,Pass
